1.1.a.1: Survey Date,Region P-CODE,Zone P-CODE,Woreda P-CODE,1.4.a.1: Site Open Date,1.5.e.1: Displacement Reason,1.5.b.1: Region (Largest IDP group) ,1.5.b.2: Zone (Largest IDP group),1.5.b.3: Woreda (Largest IDP group),1.5.c.1: Region (2nd largest IDP group),1.5.c.2: Zone (2nd largest IDP group),1.5.c.3: Woreda (2nd largest IDP group),2.1.a.1: Total HHs,2.1.b.1: Total Individuals,2.3.c.1: Date of arrival of first IDP group,2.3.c.2: Is date known for arrival of last IDP group,2.3.c.2: Date of arrival of last IDP group,2.3.b.4: Have IDPs been displaced previously?,2.3.j.1: IDPs leaving place of displacement?,2.3.e.7: Are there factors which are preventing the largest IDP group from returning?,2.3.e.7: Accessibility,2.3.e.7: Lack of food,2.3.e.7: House damaged/destroyed,2.3.e.7: Lack of safety/security,2.3.e.7: No livelihood,2.3.e.7: Basic infrastructures damaged/flooded,2.3.l.1: What durable solution do majority of IDPs perfer at the site?,2.3.l.2: What support do majority of the IDPs need to return or locally reintegrate?,2.3.l.2: Livelihood,2.3.l.2: Land/Resources,2.3.l.2: ID/Documentation,2.3.l.2: Access to services,2.3.l.2: Safety & Security,2.3.l.2: Livestock/Restocking
27 November 2017,ET05,ET0509,ET050908,24-06-2016,Conflict,ET04,ET0411,ET041114,Oromia,Bale,Berbere,189,1200,24-06-2016,Yes,11-07-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood,Yes,Yes,Yes,Yes,Yes,No,Reintegration,livelihood land resources,Yes,Yes,No,No,No,No
27 November 2017,ET05,ET0509,ET050908,03-06-2016,Conflict,ET04,ET0414,ET041413,Oromia,Bale,Meda Welabu,254,1524,03-06-2016,Yes,05-09-2017,No,No,accessibility lack of food lack of security safety no livelihood,Yes,Yes,No,Yes,Yes,No,Reintegration,livelihood land resources livestock restocking,Yes,Yes,No,No,No,Yes
24 November 2017,ET05,ET0508,ET050808,01-04-2017,Drought,ET05,ET0508,ET050808,Somali,Afder,Dolobay,212,1102,01-04-2017,Yes,08-07-2017,No,No,accessibility lack of food no livelihood,Yes,Yes,No,No,Yes,No,Reintegration,livelihood access services livestock restocking,Yes,No,No,Yes,No,Yes
26 November 2017,ET05,ET0508,ET050802,07-01-2017,Drought,ET05,ET0508,ET040801,,,,525,3334,07-01-2017,Yes,15-10-2017,No,No,accessibility lack of food no livelihood,Yes,Yes,No,No,Yes,No,Reintegration,livelihood access services livestock restocking,Yes,No,No,Yes,No,Yes
26 November 2017,ET05,ET0509,ET050908,24-06-2016,Conflict,ET04,ET0414,ET041413,Oromia,Bale,Berbere,186,1106,24-06-2016,Yes,14-02-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources,Yes,Yes,No,No,No,No
13 November 2017,ET05,ET0505,ET050502,14-05-2017,Flash Flood,ET05,ET0505,ET050502,Somali,Korahe,Kebridehar,516,2787,14-05-2017,Yes,11-09-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,id documentation livestock restocking,No,No,Yes,No,No,Yes
22 November 2017,ET05,ET0503,ET050311,10-05-2017,Drought,ET05,ET0503,ET050306,Somali,Jarar,Bil'ilbur,318,1988,10-05-2017,Yes,03-07-2017,No,No,accessibility lack of food house damaged destroyed no livelihood,Yes,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
22 November 2017,ET05,ET0503,ET050311,10-05-2017,Drought,ET05,ET0503,ET050306,Somali,Jarar,Bil'ilbur,95,676,10-05-2017,Yes,15-08-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
20 November 2017,ET05,ET0508,ET050807,20-05-2017,Drought,ET05,ET0508,ET050205,,,,312,1684,20-05-2017,Yes,05-08-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources livestock restocking,Yes,Yes,No,No,No,Yes
16 November 2017,ET05,ET0508,ET050807,20-05-2017,Drought,ET05,ET0508,ET050205,Somali,Afder,Bare,224,1141,20-05-2017,Yes,19-10-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources livestock restocking,Yes,Yes,No,No,No,Yes
19 November 2017,ET05,ET0508,ET050807,25-05-2017,Drought,ET05,ET0508,ET050205,Somali,Afder,Bare,412,2409,25-05-2017,Yes,10-09-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources,Yes,Yes,No,No,No,No
25 November 2017,ET05,ET0508,ET050802,20-06-2017,Drought,ET05,ET0508,ET040801,Somali,Afder,Chereti/Weyib,316,1610,20-06-2017,Yes,10-08-2017,No,No,accessibility lack of food no livelihood,Yes,Yes,No,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
11 November 2017,ET05,ET0508,ET0508061,10-06-2017,Drought,ET05,ET0508,ET050806,Somali,Afder,Bare,359,2045,10-06-2017,Yes,10-10-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
24 November 2017,ET05,ET0503,ET050303,25-06-2017,Drought,ET05,ET0503,ET050303,Somali,Jarar,Aware,261,1682,25-06-2017,Yes,25-09-2017,No,No,accessibility lack of food house damaged destroyed no livelihood,Yes,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
11 November 2017,ET05,ET0511,ET051103,29-05-2017,Conflict,ET04,ET0411,ET042102,Oromia,Bale,Lege Hida,115,749,29-05-2017,Yes,02-11-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
11 November 2017,ET05,ET0511,ET051103,03-06-2017,Drought,ET05,ET0504,ET050407,Somali,Erer,Lagahida,163,1061,03-06-2017,Yes,15-08-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
15 November 2017,ET05,ET0511,ET051106,10-01-2017,Conflict,ET04,ET0411,ET042105,Oromia,Bale,Ginir,269,1829,10-01-2017,Yes,10-10-2017,Yes,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
15 November 2017,ET05,ET0507,ET050701,03-06-2017,Drought,ET05,ET0507,ET040507,Somali,Doolo,Danot,80,480,03-06-2017,Yes,25-06-2017,No,No,accessibility lack of food house damaged destroyed no livelihood,Yes,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
13 November 2017,ET05,ET0506,ET050602,14-06-2017,Drought,ET05,ET0506,ET050602,Somali,Shabelle,Adadle,99,648,14-06-2017,Yes,05-07-2017,No,No,accessibility lack of food no livelihood,Yes,Yes,No,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
13 November 2017,ET05,ET0506,ET050602,05-01-2017,Drought,ET05,ET0506,ET050602,,,,165,1023,05-01-2017,Yes,09-09-2017,No,No,accessibility lack of food no livelihood,Yes,Yes,No,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
14 November 2017,ET05,ET0506,ET050602,24-06-2017,Drought,ET05,ET0506,ET050602,Somali,Shabelle,Adadle,170,989,24-06-2017,Yes,15-09-2017,No,No,accessibility lack of food no livelihood,Yes,Yes,No,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
16 November 2017,ET05,ET0511,ET051106,12-04-2017,Conflict,ET04,ET0411,ET042105,Oromia,Bale,Lege Hida,175,1252,12-04-2017,Yes,05-10-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
27 November 2017,ET05,ET0507,ET050703,18-05-2017,Drought,ET05,ET0507,ET050703,Somali,Doolo,Geladin,300,1845,18-05-2017,Yes,13-07-2017,No,Yes,,,,,,,,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
19 November 2017,ET05,ET0504,ET050403,17-07-2017,Drought,ET05,ET0510,ET051003,Somali,Nogob,Gerbo,35,221,17-07-2017,Yes,23-10-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources id documentation access services livestock restocking,Yes,Yes,Yes,Yes,No,Yes
08 November 2017,ET05,ET0505,ET050510,21-06-2017,Drought,ET05,ET0505,ET050597,Somali,Korahe,Higlolay,35,189,21-06-2017,Yes,03-11-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood id documentation access services livestock restocking,Yes,No,Yes,Yes,No,Yes
18 November 2017,ET05,ET0505,ET050511,15-06-2017,Drought,ET05,ET0505,ET050596,Somali,Korahe,Laasdhankayre,35,186,15-06-2017,Yes,15-09-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources livestock restocking,Yes,Yes,No,No,No,Yes
13 November 2017,ET05,ET0506,ET050602,05-05-2017,Drought,ET05,ET0506,ET050602,,,,125,752,05-05-2017,Yes,07-09-2017,No,No,accessibility lack of food no livelihood,Yes,Yes,No,No,Yes,No,Reintegration,livelihood land resources safety and security,Yes,Yes,No,No,Yes,No
18 September 2017,ET05,ET0506,ET050605,01-06-2017,Drought,ET05,ET0506,ET050605,,,,441,3529,01-06-2017,Yes,15-09-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
19 November 2017,ET05,ET0506,ET050610,05-01-2017,Drought,ET05,ET0506,ET050608,Somali,Shabelle,Berano,115,720,01-05-2017,Yes,18-08-2017,Unknown,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
17 November 2017,ET05,ET0511,ET051105,20-07-2017,Drought,ET05,ET0504,ET050497,Somali,Erer,Qubi,35,245,20-07-2017,Yes,28-09-2017,No,Yes,,,,,,,,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
19 November 2017,ET05,ET0511,ET051105,19-07-2017,Conflict,ET04,ET0410,ET041098,Oromia,East Harerge,Golo Oda,145,1031,19-07-2017,Yes,23-08-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
29 October 2017,ET05,ET0503,ET050302,02-03-2017,Drought,ET05,ET0503,ET050302,Somali,Jarar,Degehabur,275,1774,02-03-2017,Yes,19-08-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources livestock restocking,Yes,Yes,No,No,No,Yes
27 November 2017,ET05,ET0507,ET050703,28-07-2017,Drought,ET05,ET0507,ET050703,Somali,Doolo,Geladin,163,825,28-07-2017,Yes,14-09-2017,No,No,accessibility lack of food house damaged destroyed no livelihood,Yes,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
12 November 2017,ET05,ET0505,ET050508,01-05-2017,Drought,ET05,ET0505,ET050502,Somali,Korahe,Kebridehar City,25,129,01-05-2017,Yes,11-08-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood access services livestock restocking,Yes,No,No,Yes,No,Yes
19 November 2017,ET05,ET0505,ET050501,26-06-2017,Drought,ET05,ET0505,ET110301,Somali,Korahe,Shekosh,65,397,26-06-2017,Yes,10-09-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood id documentation access services livestock restocking,Yes,No,Yes,Yes,No,Yes
18 November 2017,ET05,ET0501,ET050107,13-08-2017,Conflict,ET04,ET0409,ET040901,,,,117,802,13-08-2017,Yes,22-09-2017,No,No,lack of food house damaged destroyed lack of security safety no livelihood,No,Yes,Yes,Yes,Yes,No,Reintegration,livelihood land resources access services safety and security livestock restocking,Yes,Yes,No,Yes,Yes,Yes
16 November 2017,ET05,ET0501,ET050107,09-09-2017,Conflict,ET04,ET0409,ET040901,Somali,Siti,Miesso,508,3556,09-09-2017,Yes,24-09-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood,Yes,Yes,Yes,Yes,Yes,No,Reintegration,livelihood land resources access services safety and security livestock restocking,Yes,Yes,No,Yes,Yes,Yes
01 December 2017,ET05,ET0502,ET050208,28-09-2017,Conflict,ET05,ET0502,ET050283,Somali,Fafan,Tuliguled,330,2065,28-09-2017,Yes,03-10-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood,Yes,Yes,Yes,Yes,Yes,No,Return,livelihood safety and security,Yes,No,No,No,Yes,No
25 November 2017,ET05,ET0502,ET050201,25-09-2017,Conflict,ET04,ET0409,ET040915,Oromia,East Harerge,Haro Maya,4109,29996,25-09-2017,Yes,21-11-2017,No,No,accessibility lack of food lack of security safety no livelihood,Yes,Yes,No,Yes,Yes,No,Reintegration,livelihood land resources id documentation access services livestock restocking,Yes,Yes,Yes,Yes,No,Yes
29 November 2017,ET05,ET0502,ET050202,11-09-2017,Conflict,ET04,ET0410,ET041003,Oromia,East Harerge,Gursum,48,333,11-09-2017,Yes,01-10-2017,No,Yes,,,,,,,,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
28 November 2017,ET05,ET0502,ET050202,11-09-2017,Conflict,ET04,ET0410,ET041003,Oromia,East Harerge,Gursum,839,6042,11-09-2017,Yes,01-10-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
29 November 2017,ET05,ET0502,ET050202,13-09-2017,Conflict,ET04,ET0410,ET041003,Oromia,East Harerge,Gursum,103,742,13-09-2017,Yes,29-09-2017,Yes,Yes,,,,,,,,Reintegration,livelihood land resources id documentation access services safety and security,Yes,Yes,Yes,Yes,Yes,No
28 November 2017,ET05,ET0502,ET050202,11-09-2017,Conflict,ET04,ET0410,ET041003,Oromia,East Harerge,Babile,378,2855,11-09-2017,Yes,30-09-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources id documentation access services safety and security,Yes,Yes,Yes,Yes,Yes,No
02 December 2017,ET05,ET0502,ET050202,14-09-2017,Conflict,ET04,ET0410,ET041003,Oromia,East Harerge,Gursum,155,1048,14-09-2017,Yes,30-09-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
02 October 2017,ET05,ET0502,ET050202,17-09-2017,Conflict,ET04,ET0410,ET041003,Oromia,East Harerge,Gursum,100,580,17-09-2017,Yes,27-09-2017,Yes,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood,Yes,Yes,Yes,Yes,Yes,No,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
01 December 2017,ET05,ET0502,ET050202,15-09-2017,Conflict,ET04,ET0410,ET041003,Oromia,East Harerge,Babile,31,246,15-09-2017,Yes,30-09-2017,No,Yes,,,,,,,,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
21 November 2017,ET05,ET0508,ET050807,10-03-2017,Drought,ET05,ET0508,ET050205,,,,203,1217,10-03-2017,Yes,10-09-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources livestock restocking,Yes,Yes,No,No,No,Yes
15 November 2017,ET05,ET0508,ET050807,20-03-2017,Drought,ET05,ET0508,ET050205,Somali,Afder,Bare,325,1658,20-03-2017,Yes,10-11-2017,No,No,accessibility lack of food no livelihood,Yes,Yes,No,No,Yes,No,Reintegration,livelihood access services livestock restocking,Yes,No,No,Yes,No,Yes
16 November 2017,ET05,ET0508,ET050807,02-03-2017,Drought,ET05,ET0508,ET050205,Somali,Afder,Bare,108,556,02-03-2017,Yes,15-10-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources livestock restocking,Yes,Yes,No,No,No,Yes
15 November 2017,ET05,ET0508,ET050807,20-04-2017,Drought,ET05,ET0508,ET050205,Somali,Afder,Bare,90,467,20-04-2017,Yes,15-09-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources livestock restocking,Yes,Yes,No,No,No,Yes
20 November 2017,ET05,ET0508,ET050811,05-04-2017,Drought,ET05,ET0508,ET050899,,,,302,1691,05-04-2017,Yes,09-09-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
22 November 2017,ET05,ET0508,ET050811,12-04-2017,Drought,ET05,ET0508,ET050903,,,,255,1464,12-04-2017,Yes,09-09-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
20 November 2017,ET05,ET0508,ET050811,04-05-2017,Drought,ET05,ET0508,ET050899,,,,297,1677,04-05-2017,Yes,05-09-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
20 November 2017,ET05,ET0508,ET050811,15-05-2017,Drought,ET05,ET0508,ET050899,,,,68,380,15-05-2017,Yes,05-09-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,Livelihood,Yes,No,No,No,No,No
12 November 2017,ET05,ET0508,ET050810,05-05-2017,Drought,ET05,ET0508,ET040311,,,,302,1647,05-05-2017,Yes,10-10-2017,Yes,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood access services livestock restocking,Yes,No,No,Yes,No,Yes
13 November 2017,ET05,ET0508,ET050810,06-08-2017,Drought,ET05,ET0508,ET040311,,,,353,1799,06-08-2017,Yes,11-10-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources,Yes,Yes,No,No,No,No
20 November 2017,ET05,ET0508,ET050810,07-07-2017,Drought,ET05,ET0508,ET040311,,,,718,4129,07-07-2017,Yes,10-10-2017,No,No,lack of food no livelihood,No,Yes,No,No,Yes,No,Reintegration,livelihood land resources livestock restocking,Yes,Yes,No,No,No,Yes
18 November 2017,ET05,ET0508,ET050807,04-03-2017,Drought,ET05,ET0508,ET050205,Somali,Afder,Bare,118,602,04-03-2017,Yes,15-10-2017,No,No,lack of food house damaged destroyed no livelihood,No,Yes,Yes,No,Yes,No,Reintegration,livelihood land resources livestock restocking,Yes,Yes,No,No,No,Yes
14 November 2017,ET05,ET0511,ET051106,03-10-2017,Conflict,ET04,ET0411,ET042103,Oromia,Bale,Seweyna,197,1319,03-10-2017,Yes,12-10-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Relocation,,,,,,,
12 November 2017,ET05,ET0511,ET051103,15-09-2017,Conflict,ET04,ET0411,ET042101,Oromia,Bale,Seweyna,314,2151,15-09-2017,Yes,10-11-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety no livelihood basic infrastructures damage,Yes,Yes,Yes,Yes,Yes,Yes,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
30 November 2017,ET05,ET0509,ET050906,03-09-2017,Conflict,ET04,ET0414,ET041407,Oromia,Guji,Liben,615,5857,03-09-2017,Yes,10-11-2017,No,No,accessibility house damaged destroyed lack of security safety no livelihood,Yes,No,Yes,Yes,Yes,No,Reintegration,livelihood land resources id documentation access services safety and security livestock restocking,Yes,Yes,Yes,Yes,Yes,Yes
01 December 2017,ET05,ET0509,ET050906,03-09-2017,Conflict,ET04,ET0414,ET041407,Oromia,Guji,Liben,403,4327,03-09-2017,Yes,05-11-2017,No,No,accessibility house damaged destroyed lack of security safety,Yes,No,Yes,Yes,No,No,Reintegration,livelihood land resources livestock restocking,Yes,Yes,No,No,No,Yes
01 December 2017,ET05,ET0509,ET050906,03-09-2017,Conflict,ET04,ET0414,ET041407,Oromia,Guji,Gumi-Eldelo,601,6311,03-09-2017,Yes,10-11-2017,No,No,accessibility lack of food house damaged destroyed lack of security safety,Yes,Yes,Yes,Yes,No,No,Reintegration,livelihood land resources safety and security livestock restocking,Yes,Yes,No,No,Yes,Yes
29 November 2017,ET05,ET0509,ET050906,05-10-2017,Conflict,ET04,ET0414,ET041482,Oromia,Guji,Aga Wayu,879,5362,05-10-2017,Yes,15-11-2017,No,No,accessibility house damaged destroyed lack of security safety,Yes,No,Yes,Yes,No,No,Reintegration,livelihood land resources access services livestock restocking,Yes,Yes,No,Yes,No,Yes
30 November 2017,ET05,ET0509,ET050906,03-09-2017,Conflict,ET04,ET0414,ET041401,Oromia,Guji,Uraga,332,2307,03-09-2017,Yes,05-11-2017,No,No,accessibility house damaged destroyed lack of security safety,Yes,No,Yes,Yes,No,No,Reintegration,livelihood land resources id documentation safety and security livestock restocking,Yes,Yes,Yes,No,Yes,Yes
